query_id,config_name,agent_type,embedding_model,reranker_model,k,metric,score,iterations
6,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,2
6,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,2
6,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,2
6,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,2
6,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,2
6,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,2
6,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,2
6,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,2
7,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
7,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
7,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
7,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
7,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
7,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
7,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
7,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
8,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
8,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
8,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
8,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
8,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
8,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
8,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
8,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
9,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,1
9,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,1
9,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
9,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,0.5,1
9,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
9,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,0.5,1
9,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
9,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,0.5,1
10,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,1
10,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,1
10,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
10,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,0.5,1
10,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
10,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,0.5,1
10,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
10,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,0.5,1
11,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
11,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
11,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
11,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
11,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
11,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
11,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
11,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
12,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,3
12,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,3
12,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,3
12,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,0.3333333333333333,3
12,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,3
12,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,0.3333333333333333,3
12,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,3
12,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,0.3333333333333333,3
13,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
13,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
13,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
13,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
13,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
13,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
13,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
13,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
14,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,2
14,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,2
14,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,2
14,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,0.5,2
14,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,2
14,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,0.5,2
14,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,2
14,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,0.5,2
15,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
15,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
15,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
15,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
15,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
15,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
15,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
15,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
16,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
16,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
16,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
16,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
16,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
16,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
16,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
16,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
17,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,3
17,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,3
17,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,3
17,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,0.3333333333333333,3
17,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,3
17,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,0.3333333333333333,3
17,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,3
17,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,0.3333333333333333,3
18,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
18,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
18,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
18,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
18,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
18,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
18,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
18,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
19,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,3
19,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,3
19,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,3
19,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,0.3333333333333333,3
19,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,3
19,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,0.3333333333333333,3
19,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,3
19,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,0.3333333333333333,3
20,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
20,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
20,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
20,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
20,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
20,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
20,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
20,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
21,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
21,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
21,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
21,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
21,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
21,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
21,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
21,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
22,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,1.0,1
22,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,1.0,1
22,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,1
22,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,mrr,1.0,1
22,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,recall,1.0,1
22,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,5,mrr,1.0,1
22,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,recall,1.0,1
22,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,10,mrr,1.0,1
23,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,recall,0.0,3
23,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,1,mrr,0.0,3
23,RAGAgent-text-embedding-3-small-cross-encoder/ms-marco-MiniLM-L-6-v2,RAGAgent,text-embedding-3-small,cross-encoder/ms-marco-MiniLM-L-6-v2,3,recall,1.0,3
